class   coords1   coords2   coords3   coords4   confidence_value   objectID
0 0.105286 0.500031 0.210572 0.995671 0.82429 34
56 0.908129 0.746506 0.183742 0.0929287 0.559781 36
0 0.200368 0.589829 0.261484 0.419571 0.67383 16

0 0.786176 0.698029 0.365027 0.595433 0.763731 12
56 0.540932 0.800221 0.171749 0.316541 0.841492 24
56 0.841435 0.884606 0.31713 0.229087 0.737076 11
0 0.0976956 0.499556 0.195391 0.997416 0.792317 34
56 0.907978 0.746786 0.184045 0.0935503 0.622525 36
0 0.199595 0.591071 0.260447 0.421948 0.652247 16

0 0.78428 0.695683 0.368354 0.600276 0.767056 12
56 0.541004 0.802309 0.173907 0.320846 0.865005 24
56 0.840606 0.885629 0.315593 0.227531 0.748779 11
0 0.0963619 0.499083 0.192724 0.998166 0.810967 34
56 0.908519 0.746764 0.182961 0.0925593 0.584783 36
0 0.199355 0.59113 0.257961 0.421162 0.765307 16

0 0.785882 0.691948 0.371841 0.605297 0.762406 12
56 0.540056 0.803646 0.174605 0.322496 0.85436 24
56 0.840557 0.8867 0.313529 0.22565 0.767348 11
0 0.095407 0.499023 0.190814 0.998047 0.813728 34
56 0.90846 0.746491 0.18308 0.0931625 0.684149 36
0 0.199434 0.592654 0.25705 0.423391 0.671286 16

0 0.786893 0.687952 0.377233 0.613979 0.788255 12
56 0.53932 0.799438 0.17283 0.319145 0.868476 24
56 0.840108 0.884141 0.319784 0.230728 0.779735 11
0 0.0942758 0.499184 0.188552 0.998369 0.81666 34
56 0.909409 0.741838 0.181182 0.0911663 0.594001 36
0 0.199196 0.589387 0.254195 0.421627 0.650906 16

0 0.787009 0.687127 0.379578 0.616535 0.788153 12
56 0.538657 0.806708 0.174669 0.324292 0.864141 24
56 0.840706 0.887607 0.31159 0.223883 0.651908 11
0 0.0929339 0.499719 0.185868 0.997465 0.821862 34
56 0.908457 0.74719 0.183087 0.0937371 0.681266 36
0 0.199999 0.592356 0.250171 0.416971 0.714755 16
63 0.721781 0.624081 0.0631508 0.110571 0.596107 37
56 0.329695 0.701616 0.0869241 0.172036 0.606422 30

0 0.787472 0.683508 0.384851 0.624817 0.824824 12
56 0.537007 0.802276 0.173136 0.321363 0.858914 24
56 0.840072 0.884147 0.319856 0.230698 0.793127 11
0 0.0923615 0.501742 0.184723 0.993521 0.801808 34
56 0.909727 0.741821 0.178844 0.0898204 0.66464 36
0 0.199511 0.588854 0.248372 0.416259 0.699652 16
63 0.724672 0.616912 0.0616477 0.107323 0.736716 37

0 0.788344 0.680266 0.389071 0.631411 0.820998 12
56 0.537393 0.807763 0.178272 0.333115 0.840975 24
56 0.840171 0.884853 0.318496 0.229282 0.717098 11
0 0.0921193 0.501792 0.184239 0.991634 0.807867 34
56 0.909415 0.742406 0.180548 0.0907108 0.525798 36
0 0.199129 0.588992 0.249008 0.419728 0.738602 16
63 0.728392 0.616479 0.0624524 0.107571 0.797313 37

0 0.790228 0.677137 0.393396 0.636597 0.813922 12
56 0.536881 0.798627 0.170157 0.316846 0.884228 24
56 0.840464 0.884409 0.319072 0.230182 0.740506 11
0 0.0910123 0.502699 0.182025 0.991246 0.811476 34
63 0.909987 0.741437 0.175449 0.08784 0.463583 36
0 0.199349 0.58781 0.247681 0.419492 0.687004 16
63 0.732932 0.616707 0.0637067 0.107729 0.777444 37

0 0.79331 0.675219 0.395529 0.637821 0.802168 12
56 0.537346 0.809755 0.176695 0.331509 0.83978 24
63 0.840171 0.887134 0.312899 0.224752 0.62618 11
0 0.0902741 0.50526 0.180548 0.98661 0.797355 34
56 0.909193 0.744739 0.181613 0.0919362 0.53866 36
0 0.197656 0.591772 0.246925 0.419603 0.791627 16
63 0.737171 0.620784 0.0655356 0.108033 0.719703 37
56 0.330263 0.697675 0.0860118 0.170243 0.559181 30

0 0.159168 0.674938 0.318336 0.647389 0.941368 1
0 0.405127 0.894787 0.209543 0.209125 0.903369 2

0 0.79542 0.671855 0.40094 0.646109 0.825927 12
56 0.537374 0.797399 0.168247 0.314253 0.901973 24
56 0.840319 0.884419 0.319363 0.230182 0.782836 11
0 0.0900243 0.503444 0.180049 0.988295 0.800483 34
63 0.910119 0.740615 0.176839 0.0885506 0.684224 36
0 0.199182 0.587614 0.245224 0.418201 0.638532 16
63 0.738864 0.617285 0.0676669 0.108368 0.754198 37

0 0.795996 0.671234 0.400999 0.645047 0.841039 12
56 0.53766 0.797544 0.166258 0.310179 0.864997 24
56 0.840774 0.887128 0.312933 0.224674 0.64352 11
0 0.0893597 0.50291 0.178719 0.991084 0.769865 34
56 0.908631 0.74576 0.182738 0.0931154 0.453951 36
0 0.198409 0.58963 0.24298 0.415526 0.678738 16
63 0.739979 0.621254 0.0684207 0.106146 0.792497 37
56 0.329946 0.699698 0.0867985 0.172164 0.546293 30

0 0.796464 0.670684 0.401251 0.644454 0.859113 12
56 0.53719 0.794841 0.165211 0.307057 0.889714 24
56 0.841063 0.886923 0.313622 0.225008 0.641409 11
0 0.0893925 0.502763 0.178785 0.990168 0.777913 34
0 0.200149 0.591183 0.241675 0.415085 0.581718 16
63 0.74129 0.622858 0.0711012 0.106645 0.764339 37

0 0.796785 0.667703 0.404895 0.650404 0.869762 12
56 0.534849 0.799099 0.172471 0.320128 0.825375 24
56 0.840196 0.883966 0.319608 0.230909 0.719748 11
0 0.0893082 0.504048 0.178616 0.987434 0.788029 34
0 0.20019 0.586548 0.242009 0.417037 0.642738 16
63 0.742441 0.617333 0.0743844 0.107931 0.819127 37

0 0.796908 0.668733 0.405013 0.650231 0.891789 12
56 0.536835 0.799764 0.169505 0.314675 0.895603 24
56 0.841015 0.8863 0.314898 0.226158 0.783375 11
0 0.089181 0.50479 0.178362 0.987382 0.786025 34
0 0.200256 0.58968 0.243116 0.421198 0.727476 16
63 0.743411 0.621155 0.07848 0.11042 0.80755 37
56 0.329335 0.698226 0.0864934 0.171716 0.608697 30

0 0.797036 0.668819 0.405099 0.65014 0.904359 12
56 0.537168 0.80163 0.170878 0.317914 0.890015 24
56 0.84109 0.886321 0.314997 0.226148 0.672628 11
0 0.088775 0.503254 0.17755 0.990826 0.756974 34
0 0.200584 0.590438 0.24094 0.418595 0.716165 16
63 0.744263 0.622102 0.080305 0.109348 0.799076 37
56 0.216731 0.854285 0.184399 0.289239 0.513686 38
56 0.329463 0.696412 0.0861548 0.171093 0.422987 30

0 0.796645 0.666943 0.406238 0.651823 0.891991 12
56 0.53685 0.801737 0.170386 0.317245 0.872557 24
56 0.840845 0.886047 0.315785 0.226646 0.644277 11
0 0.0886251 0.503115 0.17725 0.991774 0.762144 34
0 0.198789 0.589359 0.240106 0.41808 0.710416 16
63 0.743357 0.621391 0.0841508 0.111405 0.761553 37
56 0.211809 0.852955 0.185671 0.291652 0.471762 38

0 0.791975 0.668942 0.40695 0.650584 0.807102 12
56 0.530936 0.794788 0.162897 0.303172 0.820347 24
56 0.836782 0.885911 0.317556 0.227064 0.571706 11
0 0.0863609 0.504145 0.172722 0.98733 0.802253 34
0 0.191344 0.589451 0.242395 0.423222 0.637445 16
63 0.737929 0.621143 0.0845157 0.108926 0.614073 37

0 0.835724 0.591925 0.310007 0.493666 0.584353 12
0 0.07675 0.52966 0.1535 0.937233 0.71181 34
0 0.175642 0.653263 0.303946 0.546991 0.741686 16

0 0.840879 0.559221 0.265458 0.425611 0.685568 12
0 0.0586145 0.65973 0.117229 0.677144 0.552794 34
0 0.157668 0.676016 0.315335 0.593464 0.676659 16

0 0.159431 0.67352 0.318862 0.650216 0.949965 1
0 0.40733 0.894184 0.212672 0.210385 0.904662 2

0 0.788798 0.551987 0.255974 0.413216 0.458696 12
0 0.146949 0.682766 0.293897 0.618653 0.489696 16

0 0.751172 0.712167 0.497655 0.572661 0.852335 11

0 0.798323 0.660999 0.342769 0.578288 0.670849 12

0 0.530601 0.554488 0.215421 0.405485 0.716707 39
0 0.770797 0.681029 0.344801 0.606995 0.77461 12

0 0.441647 0.559237 0.220446 0.411446 0.59214 39
0 0.720828 0.691936 0.335478 0.613294 0.792022 12

0 0.389084 0.5592 0.22354 0.413194 0.536555 39
0 0.676943 0.693585 0.325513 0.612831 0.825096 12

0 0.636016 0.694523 0.31524 0.610955 0.817031 12
56 0.359331 0.876301 0.357802 0.246685 0.729269 40

0 0.612121 0.695306 0.303228 0.609388 0.865824 12
56 0.342503 0.875757 0.359224 0.247647 0.463956 40
0 0.335693 0.562737 0.229039 0.420695 0.556021 39

0 0.582628 0.695983 0.294772 0.608035 0.881757 12
56 0.315968 0.876542 0.357474 0.246266 0.679966 40
0 0.316422 0.563909 0.230588 0.422348 0.495181 39
0 0.22154 0.67763 0.355731 0.644739 0.729941 16

0 0.56002 0.696012 0.286016 0.607976 0.888607 12
56 0.291894 0.876401 0.358083 0.246352 0.587462 40
0 0.299692 0.560739 0.229093 0.419101 0.692968 39
0 0.22187 0.676096 0.367453 0.647807 0.64059 16

0 0.184958 0.708595 0.367952 0.580892 0.950537 1
0 0.44201 0.889141 0.168568 0.220557 0.897207 2

0 0.159956 0.671242 0.319912 0.654791 0.949621 1
0 0.411124 0.891721 0.219085 0.215571 0.916275 2

0 0.545896 0.696634 0.278514 0.606732 0.896888 12
56 0.277295 0.877558 0.35548 0.24391 0.661199 40
0 0.289929 0.558202 0.226053 0.412705 0.466212 39
0 0.215564 0.674967 0.375141 0.650065 0.850232 16

0 0.52973 0.69664 0.273025 0.60672 0.854169 12
56 0.26052 0.877393 0.35713 0.244463 0.686082 40
0 0.277076 0.557812 0.226441 0.413813 0.74001 39

0 0.510269 0.695517 0.267217 0.608966 0.899306 12
56 0.240269 0.877824 0.356887 0.243595 0.542256 40
0 0.259392 0.557668 0.22663 0.414874 0.526933 39
56 0.297177 0.725282 0.0814887 0.100581 0.550198 30
0 0.195965 0.6767 0.373869 0.646601 0.704307 16

0 0.493985 0.695243 0.261248 0.609515 0.857505 12
56 0.228694 0.877858 0.35777 0.243378 0.587914 40
56 0.288849 0.725637 0.101535 0.102396 0.548791 30
0 0.187956 0.676239 0.372076 0.646364 0.825963 16
56 0.497183 0.805306 0.211253 0.387785 0.571844 24

0 0.485495 0.694972 0.255108 0.610056 0.862896 12
56 0.225774 0.878203 0.35805 0.242666 0.574364 40
56 0.286999 0.727404 0.11315 0.100774 0.631673 30
0 0.185031 0.676397 0.370062 0.644163 0.787374 16
63 0.113609 0.622002 0.0975364 0.114189 0.692123 41
56 0.811523 0.853433 0.374075 0.29212 0.576744 42
56 0.497315 0.800131 0.219542 0.399737 0.603451 24

0 0.483941 0.694802 0.249094 0.610395 0.850571 12
56 0.225114 0.878128 0.359486 0.242853 0.543367 40
56 0.286832 0.726653 0.122607 0.100807 0.595371 30
0 0.184537 0.676612 0.369074 0.642685 0.798181 16
63 0.114209 0.621809 0.0981013 0.114805 0.7292 41
56 0.812145 0.853158 0.374799 0.292691 0.638973 42
56 0.499532 0.798999 0.221354 0.402001 0.597016 24

0 0.486896 0.693604 0.245023 0.612793 0.85172 12
56 0.225507 0.877473 0.362338 0.244151 0.62745 40
56 0.286911 0.724426 0.129007 0.0999675 0.54456 30
0 0.184762 0.675413 0.369525 0.644107 0.827617 16
63 0.11542 0.619948 0.099192 0.115903 0.833248 41
56 0.811468 0.852165 0.377063 0.294671 0.512569 42
56 0.495511 0.799838 0.220207 0.400324 0.647884 24

0 0.48988 0.694519 0.23996 0.610961 0.893121 12
56 0.226257 0.877925 0.362164 0.243302 0.716629 40
56 0.287425 0.726983 0.134913 0.100004 0.671083 30
0 0.185468 0.676055 0.368411 0.640842 0.819422 16
63 0.116525 0.620893 0.100237 0.116891 0.736548 41
56 0.811507 0.853243 0.374604 0.292477 0.682309 42

0 0.488737 0.69454 0.237224 0.61092 0.881007 12
56 0.226994 0.878157 0.36261 0.242858 0.759261 40
56 0.288167 0.728044 0.13914 0.0994441 0.654783 30
0 0.186643 0.676673 0.368778 0.640449 0.776181 16
63 0.117772 0.621361 0.09908 0.115054 0.780567 41
56 0.810763 0.853817 0.373283 0.29128 0.552754 42

0 0.486848 0.693417 0.235482 0.613166 0.900702 12
56 0.227642 0.877281 0.365853 0.244514 0.636688 40
56 0.287899 0.724707 0.143029 0.0994537 0.419563 30
0 0.187592 0.676247 0.370117 0.641905 0.767683 16
63 0.118959 0.620721 0.100675 0.116362 0.731426 41
56 0.810862 0.8522 0.377187 0.294444 0.637442 42

0 0.162016 0.664651 0.324031 0.667907 0.939375 1
0 0.414625 0.883679 0.234414 0.231108 0.900653 2

0 0.486384 0.692249 0.233493 0.615501 0.891092 12
56 0.228043 0.877503 0.366039 0.244025 0.590823 40
0 0.188231 0.675053 0.371644 0.643778 0.797145 16
63 0.120191 0.619661 0.100857 0.115904 0.618293 41
56 0.811601 0.85228 0.376798 0.294358 0.580869 42

0 0.485441 0.694872 0.228538 0.610256 0.874703 12
56 0.228544 0.87883 0.363552 0.241446 0.669815 40
0 0.188793 0.676613 0.371966 0.643147 0.798699 16
63 0.12051 0.622603 0.099669 0.113521 0.645621 41
56 0.810614 0.85435 0.372162 0.290137 0.700667 42

0 0.484103 0.69557 0.226013 0.60886 0.871832 12
56 0.228816 0.878486 0.365312 0.242029 0.611136 40
0 0.189326 0.675711 0.372611 0.643079 0.534856 16
63 0.120322 0.623043 0.100195 0.113203 0.705928 41
56 0.810948 0.854164 0.373008 0.290608 0.601271 42

0 0.488751 0.694418 0.223508 0.61051 0.87177 12
56 0.229454 0.877356 0.369179 0.244346 0.631509 40
0 0.189502 0.673973 0.374865 0.6466 0.858688 16
63 0.120646 0.621648 0.10279 0.115445 0.763308 41
56 0.811704 0.853034 0.375747 0.292895 0.644628 42

0 0.490895 0.69573 0.220071 0.608138 0.862717 12
56 0.229847 0.878003 0.368128 0.243067 0.693244 40
0 0.189619 0.674855 0.374494 0.644982 0.852505 16
63 0.120682 0.623763 0.102783 0.114513 0.768191 41
56 0.811098 0.85405 0.373454 0.290813 0.627186 42

0 0.488406 0.693908 0.219933 0.610901 0.85852 12
56 0.230096 0.876753 0.37198 0.245569 0.635705 40
0 0.190093 0.672269 0.378691 0.652279 0.863506 16
63 0.120953 0.621308 0.105498 0.117043 0.734894 41
56 0.811072 0.852743 0.376763 0.293479 0.722681 42
56 0.507551 0.819411 0.196682 0.361179 0.519378 24

0 0.483675 0.693991 0.220119 0.611954 0.882512 12
56 0.230371 0.877597 0.370161 0.243948 0.686827 40
0 0.190437 0.671283 0.3792 0.652827 0.86968 16
63 0.121259 0.622178 0.106668 0.117911 0.755056 41
56 0.811857 0.85323 0.375568 0.292545 0.728549 42
56 0.493158 0.821839 0.199323 0.356322 0.512977 24

0 0.481788 0.693851 0.219874 0.612299 0.87225 12
56 0.230281 0.87742 0.370969 0.244234 0.676725 40
0 0.190841 0.672379 0.380021 0.653902 0.866618 16
63 0.121494 0.622709 0.106216 0.116863 0.761429 41
56 0.811417 0.853125 0.375633 0.292561 0.661543 42
56 0.490918 0.823278 0.200736 0.353314 0.582207 24

0 0.482646 0.692715 0.219635 0.614525 0.857042 12
56 0.230665 0.877195 0.372121 0.244743 0.801546 40
0 0.190775 0.672188 0.377564 0.648649 0.832019 16
63 0.121371 0.62185 0.107013 0.117154 0.825951 41
56 0.811739 0.852697 0.376522 0.293485 0.652093 42
56 0.493996 0.823486 0.201502 0.352865 0.686242 24

0 0.481859 0.691928 0.219468 0.615834 0.879496 12
56 0.230845 0.87759 0.371513 0.24404 0.791247 40
0 0.191024 0.672221 0.379842 0.652337 0.884261 16
63 0.121048 0.622443 0.105806 0.115007 0.785051 41
56 0.811715 0.852939 0.375885 0.292892 0.545698 42
56 0.492831 0.823401 0.203156 0.353037 0.677428 24

0 0.175876 0.629612 0.351753 0.738784 0.910552 1
0 0.413257 0.841691 0.308893 0.315456 0.898333 2

0 0.480203 0.691676 0.219356 0.616649 0.861584 12
56 0.231385 0.877316 0.3726 0.244549 0.816849 40
0 0.191248 0.672303 0.381197 0.654509 0.899182 16
63 0.120963 0.622171 0.106416 0.11512 0.846929 41
63 0.811755 0.852292 0.376491 0.294651 0.512315 42
56 0.498847 0.821404 0.204407 0.356706 0.618879 24

0 0.478954 0.695461 0.216653 0.609078 0.879128 12
56 0.230834 0.88184 0.361137 0.235532 0.782745 40
0 0.191408 0.676156 0.377091 0.645899 0.899856 16
63 0.120101 0.629727 0.107891 0.116487 0.850872 41
56 0.810955 0.856524 0.36809 0.285909 0.742457 42
56 0.491429 0.825194 0.203873 0.349352 0.453924 24

0 0.483619 0.68942 0.220338 0.620232 0.873388 12
56 0.233467 0.876826 0.376069 0.245483 0.720227 40
0 0.191944 0.670348 0.382162 0.654696 0.909751 16
63 0.120441 0.621264 0.108215 0.116712 0.878404 41
56 0.810961 0.851238 0.378079 0.296425 0.747436 42

0 0.487985 0.694029 0.217503 0.611504 0.893134 12
56 0.236429 0.879709 0.368406 0.239571 0.776764 40
0 0.193221 0.675386 0.378746 0.646763 0.868323 16
63 0.122854 0.628466 0.108497 0.116826 0.809245 41
56 0.81268 0.855022 0.371331 0.288756 0.813484 42

0 0.512117 0.691523 0.2214 0.616954 0.868887 12
56 0.256905 0.877974 0.373899 0.24346 0.846776 40
0 0.203623 0.673823 0.383475 0.649295 0.832162 16
63 0.142533 0.624052 0.106561 0.113693 0.669115 41
56 0.81876 0.853855 0.36248 0.291286 0.6096 42

0 0.554644 0.691981 0.222332 0.615369 0.821778 12
56 0.302242 0.877094 0.375494 0.245209 0.631685 40
56 0.863228 0.847545 0.273544 0.274985 0.633574 42

0 0.604906 0.692257 0.222744 0.614532 0.837429 12
0 0.40742 0.556562 0.242856 0.41147 0.710137 44

0 0.662646 0.69338 0.222319 0.610156 0.810725 12
0 0.477842 0.55671 0.24237 0.409672 0.650345 44

0 0.703554 0.692001 0.224933 0.613263 0.751839 12
0 0.513958 0.552623 0.240984 0.406724 0.649192 44

0 0.768618 0.688609 0.227439 0.617263 0.795213 12
0 0.574455 0.556185 0.248206 0.419264 0.634755 44

0 0.187387 0.589899 0.374774 0.818324 0.873115 1
0 0.411404 0.813408 0.349123 0.370961 0.892121 2

0 0.808201 0.690882 0.227142 0.614236 0.793837 12
0 0.620018 0.561427 0.248522 0.418231 0.682728 44

0 0.839773 0.691199 0.228988 0.612607 0.796896 12
0 0.643199 0.562751 0.250919 0.419454 0.686624 44

0 0.888309 0.686279 0.223383 0.61919 0.661926 12
0 0.691788 0.55623 0.249572 0.416505 0.733418 44

0 0.909234 0.648451 0.181531 0.543436 0.704536 12
0 0.73478 0.557695 0.250509 0.415884 0.713372 44

0 0.919944 0.628463 0.160111 0.506314 0.545126 12
0 0.762397 0.548976 0.243558 0.401577 0.493221 44
56 0.762485 0.734814 0.168853 0.0754656 0.62053 45
56 0.725139 0.88181 0.369897 0.235743 0.693625 46
0 0.137223 0.68431 0.274446 0.62902 0.745736 16

0 0.790157 0.553252 0.253635 0.416855 0.617524 44
56 0.792083 0.735137 0.170029 0.0760217 0.679234 45
56 0.756017 0.882204 0.368985 0.235023 0.583787 46
0 0.140584 0.685007 0.281167 0.625112 0.542369 16

0 0.851992 0.552575 0.257914 0.422491 0.689861 44
56 0.866597 0.741511 0.18327 0.0820713 0.622318 45
56 0.812373 0.886091 0.356431 0.227068 0.520617 46
0 0.154199 0.685255 0.308399 0.615523 0.709285 16

0 0.880792 0.551055 0.238416 0.430077 0.642521 44
0 0.203584 0.685963 0.297633 0.612372 0.841779 16
0 0.0986042 0.500365 0.159442 0.996438 0.872018 47

0 0.898244 0.560792 0.203513 0.437698 0.744708 44
0 0.257058 0.68595 0.287899 0.611534 0.455757 16
0 0.124065 0.499862 0.16161 0.997504 0.857662 47
56 0.856478 0.892153 0.287045 0.215231 0.500908 46

0 0.297148 0.688646 0.277576 0.607098 0.855076 16
0 0.143669 0.502963 0.16422 0.990448 0.882977 47
56 0.634467 0.747002 0.160699 0.189865 0.597454 48
56 0.869139 0.892625 0.261722 0.214163 0.495692 46

0 0.198523 0.547606 0.397046 0.902585 0.896886 1
0 0.404545 0.778083 0.396194 0.441167 0.860562 2
56 0.732526 0.894474 0.214181 0.20987 0.765799 3

0 0.336804 0.624055 0.217559 0.468774 0.727647 16
0 0.162489 0.500365 0.171072 0.995758 0.895662 47
56 0.667742 0.789152 0.23785 0.283071 0.794755 48
56 0.882493 0.894199 0.235014 0.211099 0.625374 46

0 0.354699 0.598907 0.193808 0.412382 0.729554 16
0 0.169115 0.500026 0.178414 0.997119 0.89175 47
56 0.677598 0.816519 0.285261 0.343283 0.836402 48
56 0.887674 0.893654 0.224651 0.21198 0.534624 46
63 0.901328 0.628931 0.12571 0.113888 0.77838 49
56 0.371612 0.853213 0.391151 0.291597 0.639845 40

0 0.359726 0.592011 0.188329 0.395811 0.816607 16
0 0.170756 0.500917 0.186098 0.995554 0.900893 47
56 0.682008 0.822972 0.298362 0.354056 0.819325 48
56 0.891058 0.893999 0.217884 0.21114 0.577943 46
63 0.90174 0.626044 0.120829 0.109335 0.698525 49
0 0.868097 0.742728 0.262518 0.5122 0.829917 50
56 0.375063 0.853395 0.351458 0.290991 0.62181 40

0 0.363291 0.590748 0.187733 0.392257 0.789451 16
0 0.18325 0.500633 0.196733 0.996365 0.899636 47
56 0.68531 0.822688 0.289267 0.354623 0.840111 48
56 0.893699 0.894966 0.212602 0.209088 0.529051 46
63 0.901638 0.627372 0.123052 0.111303 0.779999 49
0 0.866377 0.742849 0.262559 0.512082 0.856386 50

0 0.367064 0.582508 0.184407 0.385104 0.838264 16
0 0.20136 0.502543 0.209754 0.993427 0.883211 47
56 0.68302 0.819982 0.293008 0.360036 0.844321 48
56 0.893825 0.892177 0.212349 0.214627 0.585243 46
63 0.902252 0.623769 0.128856 0.116745 0.740645 49
0 0.867015 0.739902 0.265358 0.517609 0.812702 50

0 0.370962 0.56731 0.168942 0.349171 0.879695 16
0 0.229108 0.500636 0.228432 0.997187 0.869844 47
56 0.67926 0.819844 0.289311 0.360313 0.854335 48
56 0.895476 0.892138 0.209049 0.214787 0.559197 46
63 0.901397 0.626609 0.127238 0.115354 0.72897 49
0 0.866956 0.744723 0.260913 0.508432 0.641868 50

0 0.371092 0.543219 0.151859 0.307011 0.865748 16
0 0.253398 0.500164 0.249854 0.999063 0.882292 47
56 0.67716 0.820104 0.283409 0.359792 0.877491 48
56 0.897143 0.891872 0.205713 0.214946 0.615754 46
63 0.900524 0.626837 0.128215 0.11642 0.774577 49
0 0.868002 0.744698 0.260849 0.508158 0.778417 50

0 0.370947 0.520416 0.138381 0.27087 0.871394 16
0 0.2978 0.499867 0.278499 0.999507 0.883143 47
56 0.679909 0.819229 0.276094 0.361542 0.861949 48
56 0.898177 0.891437 0.203646 0.216132 0.640172 46
63 0.899182 0.62477 0.130485 0.119126 0.799442 49
0 0.867543 0.747933 0.257284 0.500314 0.845911 50

0 0.370327 0.513167 0.130996 0.247831 0.809556 16
0 0.329762 0.499699 0.309778 0.999399 0.878191 47
56 0.68386 0.818407 0.256462 0.353486 0.899729 48
56 0.901089 0.894145 0.197823 0.210607 0.637288 46
63 0.894283 0.629303 0.132412 0.122386 0.757927 49
0 0.868165 0.751347 0.255046 0.494983 0.720375 50

0 0.36235 0.48781 0.112974 0.205139 0.593395 16
0 0.340069 0.499173 0.339142 0.998345 0.890977 47
56 0.684585 0.816355 0.25336 0.35797 0.899925 48
56 0.901138 0.891848 0.197723 0.21513 0.646409 46
63 0.890206 0.622346 0.125842 0.117812 0.743151 49
0 0.866488 0.753318 0.253242 0.489513 0.680471 50

0 0.213998 0.512678 0.427996 0.969996 0.863731 1
0 0.39696 0.704994 0.441741 0.519299 0.518182 2

0 0.355097 0.498417 0.369574 0.996835 0.880724 47
56 0.685884 0.802695 0.229627 0.329853 0.868815 48
56 0.902515 0.891385 0.19497 0.215706 0.665822 46
63 0.886807 0.622617 0.126169 0.120562 0.677495 49
0 0.867132 0.770209 0.238171 0.455499 0.42374 50

0 0.394487 0.498958 0.407651 0.997916 0.871342 47
56 0.685645 0.784854 0.209941 0.305683 0.76672 48
56 0.902688 0.889174 0.194624 0.220235 0.52843 46
63 0.881806 0.612904 0.119725 0.117154 0.52005 49
0 0.853346 0.698049 0.293307 0.593431 0.740219 50

0 0.397456 0.499111 0.440154 0.998222 0.886286 47
56 0.685548 0.763567 0.186135 0.271441 0.799622 48
56 0.902912 0.886502 0.194177 0.225469 0.581875 46
63 0.893952 0.608579 0.115163 0.111672 0.661059 49
0 0.850154 0.671412 0.299691 0.647891 0.848313 50


0 0.221979 0.498838 0.443957 0.997294 0.861307 1

0 0.220992 0.498837 0.441985 0.997673 0.85333 1
56 0.42534 0.816579 0.211926 0.309912 0.761948 6
56 0.741558 0.809803 0.34887 0.349084 0.76097 3
0 0.405302 0.601993 0.366068 0.444628 0.729074 2

0 0.220867 0.498715 0.441735 0.997429 0.880714 1
56 0.428312 0.82142 0.216664 0.317273 0.675292 6
0 0.898377 0.7973 0.200251 0.400508 0.665491 8
56 0.743271 0.79003 0.367722 0.377613 0.688518 3
0 0.410763 0.552751 0.324149 0.404099 0.708979 2

0 0.218658 0.498401 0.437316 0.996802 0.883793 1
56 0.429709 0.84344 0.20746 0.304459 0.599377 6
0 0.899541 0.807956 0.190847 0.381247 0.413471 8
56 0.747952 0.797835 0.360775 0.380708 0.609646 3
0 0.414249 0.54686 0.288441 0.365356 0.703853 2

0 0.184864 0.709174 0.367249 0.579743 0.953129 1
0 0.442841 0.888663 0.169131 0.22149 0.8835 2

0 0.214717 0.498636 0.429434 0.997272 0.883837 1
56 0.424656 0.865093 0.184376 0.269814 0.547271 6
0 0.902758 0.823385 0.176323 0.351144 0.571355 8
56 0.751718 0.816395 0.328738 0.35562 0.773163 3
0 0.41653 0.638475 0.363373 0.481465 0.565084 2

0 0.212002 0.49864 0.424004 0.99728 0.871591 1
56 0.427114 0.867272 0.182389 0.265455 0.669957 6
0 0.902717 0.834951 0.166296 0.328982 0.596638 8
56 0.752645 0.825808 0.30933 0.343153 0.811082 3
0 0.415809 0.647382 0.347064 0.47509 0.573795 2

0 0.209465 0.498565 0.418931 0.99713 0.890979 1
56 0.426799 0.853611 0.200483 0.292779 0.720496 6
0 0.900397 0.837039 0.165744 0.324933 0.717997 8
56 0.749681 0.829545 0.295775 0.337087 0.841448 3
0 0.414278 0.605756 0.279706 0.383888 0.572903 2

0 0.209411 0.498549 0.418822 0.997099 0.863418 1
56 0.428487 0.840998 0.216577 0.318003 0.673262 6
0 0.898902 0.807633 0.195138 0.383183 0.59287 8
56 0.748915 0.820424 0.295385 0.34802 0.749592 3
0 0.41248 0.5724 0.25117 0.345054 0.689622 2

0 0.208848 0.498356 0.417696 0.996713 0.867698 1
56 0.427422 0.834076 0.224084 0.331849 0.546738 6
0 0.893188 0.77541 0.213624 0.446693 0.720038 8
56 0.748712 0.815102 0.288535 0.351727 0.836339 3
0 0.411476 0.558459 0.246685 0.3404 0.515531 2

0 0.210839 0.49794 0.421677 0.995879 0.853161 1
56 0.422665 0.843826 0.210708 0.312349 0.520272 6
0 0.897096 0.790324 0.205808 0.41689 0.687128 8
56 0.750734 0.801616 0.265054 0.332204 0.86706 3
0 0.411542 0.603335 0.309984 0.441735 0.561833 2

0 0.21423 0.498861 0.428461 0.997722 0.843374 1
56 0.424097 0.851176 0.201391 0.297648 0.647087 6
0 0.89833 0.794248 0.203341 0.407802 0.639238 8
56 0.748608 0.811928 0.269378 0.348061 0.778798 3
0 0.410648 0.595689 0.292761 0.423911 0.787832 2

0 0.21059 0.498618 0.421179 0.997236 0.868522 1
56 0.423267 0.853122 0.199669 0.293756 0.531965 6
