class   coords1   coords2   coords3   coords4   confidence_value   objectID
56 0.536134 0.792588 0.167064 0.301411 0.873124 24
0 0.180424 0.560598 0.23291 0.352801 0.566525 16

0 0.795885 0.669867 0.40823 0.658388 0.882519 12
56 0.840846 0.887578 0.315718 0.223658 0.713093 11
0 0.226496 0.738898 0.306054 0.519736 0.604924 22
56 0.536402 0.799374 0.173698 0.314693 0.810733 24

0 0.796131 0.670208 0.407737 0.658189 0.87097 12
56 0.840609 0.887132 0.317178 0.224748 0.692667 11
0 0.238123 0.740973 0.320444 0.515637 0.479849 22
56 0.535879 0.79817 0.170543 0.308761 0.76667 24

0 0.795538 0.669528 0.408924 0.66043 0.85305 12
56 0.840758 0.886935 0.317414 0.224939 0.607521 11
0 0.246904 0.744051 0.333799 0.509785 0.438181 22
56 0.535515 0.798364 0.171446 0.310677 0.806288 24

0 0.795845 0.670896 0.407542 0.65712 0.845361 12
56 0.840631 0.887624 0.315978 0.223772 0.744921 11
0 0.252496 0.749692 0.343514 0.498519 0.4101 22
56 0.536355 0.801466 0.172668 0.313347 0.815708 24

0 0.176672 0.71267 0.353345 0.572438 0.937646 1
0 0.429647 0.895994 0.169865 0.207082 0.851878 2

0 0.795926 0.670631 0.408147 0.658374 0.862608 12
56 0.840654 0.88731 0.31689 0.22446 0.671375 11
56 0.537056 0.794918 0.164974 0.297992 0.838308 24
39 0.449065 0.388886 0.111681 0.343166 0.548138 31

0 0.796082 0.670081 0.407836 0.659137 0.867462 12
56 0.840661 0.886635 0.31831 0.225576 0.672702 11
56 0.536854 0.790717 0.164393 0.296049 0.849701 24
39 0.453122 0.381307 0.111843 0.34321 0.500866 31
0 0.1874 0.545328 0.219275 0.323412 0.692787 16

0 0.796541 0.670098 0.406918 0.656865 0.866696 12
56 0.840659 0.887158 0.317132 0.224706 0.699942 11
56 0.536031 0.799295 0.17356 0.314107 0.784856 24
39 0.455583 0.378923 0.112384 0.344176 0.538118 31
0 0.188409 0.544915 0.222375 0.320943 0.60929 16

0 0.796213 0.67032 0.406814 0.656555 0.854309 12
56 0.840412 0.887325 0.316888 0.224459 0.625187 11
56 0.535932 0.799515 0.172797 0.313243 0.751745 24
39 0.456072 0.376239 0.112339 0.343099 0.558685 31
0 0.189053 0.542855 0.223475 0.316037 0.458354 16

0 0.796083 0.669763 0.406723 0.656293 0.869884 12
56 0.840717 0.886862 0.317722 0.225129 0.617458 11
56 0.535612 0.796825 0.170181 0.308218 0.804665 24
39 0.455226 0.375548 0.113212 0.344886 0.55077 31
0 0.188748 0.541872 0.226433 0.315498 0.453529 16

0 0.796092 0.66996 0.407711 0.658067 0.862614 12
56 0.840701 0.887186 0.316794 0.224367 0.720957 11
56 0.535538 0.801879 0.174379 0.316699 0.78862 24
39 0.45254 0.382464 0.119241 0.363571 0.496504 31
0 0.189197 0.542225 0.229793 0.316181 0.426344 16

0 0.796187 0.669618 0.407627 0.658352 0.873164 12
56 0.840426 0.886983 0.317636 0.224996 0.711623 11
56 0.535273 0.805861 0.180456 0.329957 0.789932 24
39 0.450922 0.380701 0.120264 0.366688 0.453288 31
0 0.188414 0.541371 0.231153 0.314371 0.452793 16

0 0.79607 0.669541 0.407335 0.657579 0.86949 12
56 0.840754 0.887151 0.316985 0.224513 0.702583 11
56 0.535654 0.807108 0.179737 0.33044 0.822835 24
39 0.448736 0.379338 0.120821 0.368135 0.51452 31
0 0.187855 0.542199 0.232915 0.313582 0.540758 16

0 0.795865 0.669956 0.407403 0.657576 0.870339 12
56 0.840675 0.886745 0.31792 0.225241 0.659926 11
56 0.535828 0.799929 0.172857 0.317653 0.812598 24
0 0.187249 0.541311 0.234303 0.312697 0.583703 16

0 0.796045 0.670102 0.407904 0.658631 0.875698 12
56 0.84078 0.886763 0.317804 0.225177 0.719203 11
56 0.536057 0.796664 0.168609 0.309234 0.875501 24
0 0.186962 0.541619 0.235629 0.311854 0.626841 16

0 0.185548 0.708845 0.367681 0.580424 0.951738 1
0 0.441423 0.890565 0.166502 0.217628 0.884576 2

0 0.172981 0.714358 0.345963 0.569216 0.944658 1
0 0.423539 0.895461 0.173565 0.208047 0.87358 2

0 0.795887 0.670582 0.407424 0.657842 0.856221 12
56 0.840802 0.886912 0.31741 0.224896 0.698022 11
56 0.536092 0.794515 0.166378 0.304728 0.81853 24
0 0.187347 0.541725 0.23698 0.311403 0.553929 16

0 0.795972 0.669944 0.406953 0.657048 0.866015 12
56 0.840521 0.887237 0.317015 0.224562 0.619036 11
56 0.536414 0.799453 0.171076 0.314069 0.781679 24
0 0.187259 0.541863 0.238132 0.310726 0.519599 16
39 0.447545 0.37605 0.121961 0.371498 0.500317 31

0 0.795065 0.669484 0.407675 0.657916 0.840288 12
56 0.840436 0.887018 0.317586 0.22501 0.632284 11
56 0.535946 0.795125 0.168597 0.308984 0.693037 24
0 0.187328 0.541355 0.239365 0.310498 0.623853 16
39 0.447531 0.373365 0.121161 0.369416 0.468933 31

0 0.795563 0.669652 0.407534 0.65763 0.869182 12
56 0.840756 0.887247 0.316708 0.224329 0.597961 11
56 0.535756 0.796515 0.168565 0.308304 0.805089 24
0 0.187413 0.54242 0.241574 0.311833 0.581534 16
39 0.447096 0.372619 0.120955 0.369314 0.467261 31

0 0.796074 0.669782 0.407851 0.658422 0.86392 12
56 0.840786 0.887038 0.317186 0.224674 0.690739 11
56 0.536082 0.793181 0.165785 0.302241 0.833414 24
0 0.186823 0.5452 0.247713 0.319937 0.733306 16
39 0.439539 0.380925 0.122418 0.37384 0.521259 31

0 0.796185 0.670311 0.407333 0.657524 0.85634 12
56 0.840935 0.887729 0.315449 0.223263 0.650133 11
56 0.536591 0.796295 0.167781 0.305846 0.789464 24
0 0.187716 0.553107 0.259877 0.337518 0.75594 16

0 0.796039 0.67091 0.405193 0.653792 0.815614 12
56 0.840892 0.88708 0.317136 0.224527 0.624868 11
56 0.536241 0.799226 0.171131 0.312458 0.831845 24
0 0.185788 0.554136 0.264252 0.346393 0.870191 16

0 0.795852 0.670943 0.406928 0.65655 0.867014 12
56 0.840556 0.887036 0.317644 0.22492 0.669048 11
56 0.536467 0.795344 0.166845 0.30443 0.885667 24
0 0.171961 0.554269 0.258721 0.346432 0.840435 16

0 0.795232 0.670543 0.408125 0.658414 0.854107 12
56 0.840835 0.887235 0.316882 0.224343 0.621987 11
56 0.535369 0.798838 0.170328 0.311213 0.872895 24
0 0.199677 0.556758 0.399354 0.696431 0.626898 16
56 0.329068 0.697105 0.0847725 0.169289 0.534608 30

0 0.795381 0.670001 0.408937 0.659898 0.844863 12
56 0.840786 0.886851 0.317749 0.225023 0.724119 11
56 0.536211 0.799013 0.170321 0.311568 0.884637 24
56 0.329726 0.694975 0.084102 0.168073 0.54873 30

0 0.169537 0.71362 0.339074 0.570737 0.951254 1
0 0.420115 0.894938 0.177866 0.20904 0.890803 2

0 0.795596 0.670647 0.408223 0.658706 0.874125 12
56 0.840806 0.887285 0.316675 0.224165 0.594919 11
56 0.536098 0.804179 0.174284 0.32015 0.840285 24
56 0.330702 0.695167 0.0842656 0.167891 0.54744 30
56 0.202925 0.855077 0.209608 0.288447 0.51997 29
0 0.177954 0.581963 0.355908 0.518658 0.86406 16

0 0.795429 0.670343 0.40853 0.659268 0.858721 12
56 0.840444 0.887183 0.317294 0.224608 0.572238 11
56 0.536081 0.798043 0.169042 0.309927 0.878006 24
56 0.329888 0.695441 0.0854229 0.170634 0.458348 30
0 0.0916182 0.740261 0.183236 0.517184 0.771123 34
56 0.199657 0.854437 0.210356 0.290236 0.529888 29
0 0.183484 0.589236 0.305864 0.444655 0.801001 16

0 0.79539 0.670367 0.408532 0.659267 0.86732 12
56 0.840525 0.887392 0.316967 0.22435 0.669014 11
56 0.536284 0.802932 0.173659 0.319934 0.861632 24
0 0.0918477 0.742267 0.182312 0.513153 0.756522 34
56 0.200768 0.853724 0.21373 0.291744 0.455631 29
0 0.185074 0.592744 0.289846 0.426227 0.842973 16

0 0.795128 0.67055 0.408401 0.6589 0.856762 12
56 0.84073 0.887434 0.316559 0.223998 0.599898 11
56 0.536376 0.807151 0.177113 0.328558 0.830557 24
0 0.0907733 0.743515 0.181468 0.510837 0.720838 34
56 0.197476 0.853774 0.213872 0.291117 0.474455 29
0 0.184765 0.592441 0.281845 0.417486 0.864838 16
56 0.330294 0.69497 0.0849353 0.169784 0.51717 30

0 0.794969 0.67017 0.408878 0.65966 0.860727 12
56 0.840633 0.887327 0.317 0.22433 0.719413 11
56 0.536583 0.797427 0.16696 0.308543 0.909079 24
0 0.0900245 0.740688 0.180049 0.517041 0.714687 34
56 0.19138 0.853126 0.215634 0.292602 0.437294 29
0 0.182724 0.592224 0.279153 0.415744 0.797752 16
56 0.329853 0.694786 0.0849279 0.169642 0.639322 30

0 0.795047 0.670301 0.408721 0.659397 0.870189 12
56 0.840878 0.886985 0.317591 0.224837 0.678553 11
56 0.536338 0.797114 0.166466 0.307249 0.859502 24
0 0.0874111 0.744008 0.174822 0.510173 0.575262 34
56 0.183585 0.852816 0.216664 0.29364 0.476188 29
0 0.180614 0.590917 0.277189 0.413676 0.766344 16
56 0.330197 0.695789 0.085621 0.170916 0.52532 30

0 0.795536 0.670861 0.407977 0.658278 0.83454 12
56 0.840757 0.887061 0.317303 0.224618 0.696988 11
56 0.536653 0.79835 0.167984 0.310023 0.873667 24
0 0.0841206 0.748523 0.168241 0.501142 0.585393 34
56 0.170394 0.852339 0.215583 0.294689 0.435321 29
0 0.177859 0.590922 0.277985 0.414981 0.835985 16
56 0.330177 0.695604 0.0854404 0.171 0.576129 30

0 0.795386 0.671922 0.404316 0.651611 0.798845 12
56 0.840905 0.887135 0.317126 0.224494 0.626037 11
56 0.536986 0.797928 0.167721 0.309559 0.86363 24
0 0.0831113 0.754309 0.166223 0.489955 0.525374 34
56 0.176445 0.85261 0.219608 0.292942 0.479574 29
0 0.177022 0.591233 0.279119 0.416603 0.843629 16
56 0.329766 0.696682 0.0862735 0.172338 0.505014 30

0 0.794873 0.670941 0.407351 0.656399 0.851833 12
56 0.840709 0.886523 0.318582 0.225703 0.661597 11
56 0.536525 0.79508 0.165047 0.304055 0.881929 24
0 0.0820496 0.760721 0.164099 0.477568 0.483057 34
56 0.174982 0.853449 0.222657 0.291423 0.500657 29
0 0.175115 0.589713 0.278537 0.41514 0.823251 16

0 0.794872 0.670079 0.408765 0.658757 0.841324 12
56 0.840608 0.886397 0.318783 0.226233 0.693772 11
56 0.536283 0.797743 0.16797 0.309782 0.874339 24
0 0.0831611 0.766249 0.163892 0.467172 0.489422 34
56 0.175747 0.852805 0.228071 0.292307 0.515788 29
0 0.174376 0.588817 0.280295 0.417542 0.850276 16

0 0.164951 0.710145 0.329902 0.577738 0.9519 1
0 0.412717 0.895766 0.180877 0.207337 0.921408 2

0 0.795369 0.670337 0.408835 0.658966 0.87052 12
56 0.840985 0.887137 0.316872 0.224566 0.50267 11
56 0.536608 0.795743 0.16549 0.304733 0.907214 24
0 0.0828763 0.769384 0.162069 0.461211 0.574873 34
0 0.174088 0.590429 0.281272 0.418912 0.825462 16

0 0.795194 0.669172 0.409613 0.661569 0.87305 12
56 0.840309 0.885953 0.319382 0.227143 0.632308 11
56 0.536167 0.793191 0.16528 0.303785 0.887006 24
0 0.0816967 0.769086 0.162134 0.461627 0.532348 34
0 0.174168 0.589194 0.281454 0.41904 0.864896 16

0 0.7952 0.668684 0.409599 0.662007 0.886853 12
56 0.840387 0.886236 0.319226 0.226664 0.545924 11
56 0.536263 0.798019 0.169493 0.31197 0.843988 24
0 0.0809469 0.768479 0.161894 0.462493 0.527247 34
0 0.174169 0.588975 0.280862 0.417954 0.826427 16

0 0.794855 0.669497 0.409634 0.660811 0.85944 12
56 0.840308 0.886786 0.317761 0.225559 0.610539 11
56 0.536662 0.795201 0.165889 0.304887 0.899007 24
0 0.0818511 0.765783 0.163702 0.467796 0.473458 34
0 0.175153 0.590064 0.281141 0.418235 0.837469 16

0 0.794805 0.668813 0.409816 0.661115 0.873511 12
56 0.840518 0.886365 0.318467 0.226149 0.607694 11
56 0.536524 0.803034 0.173945 0.321301 0.842238 24
0 0.0815338 0.763222 0.163068 0.472796 0.556203 34
0 0.175088 0.589863 0.281752 0.419153 0.859503 16

0 0.794609 0.668558 0.41041 0.662218 0.871711 12
56 0.840599 0.88642 0.318327 0.226148 0.653625 11
56 0.536754 0.802417 0.17252 0.319318 0.861364 24
0 0.0818574 0.760403 0.163715 0.477822 0.462898 34
0 0.17566 0.58953 0.282059 0.419821 0.822548 16

0 0.79455 0.669626 0.409222 0.659938 0.84311 12
56 0.840601 0.886816 0.317152 0.225209 0.645413 11
56 0.536861 0.80535 0.174175 0.323684 0.855577 24
0 0.0828084 0.760173 0.165617 0.47832 0.558232 34
0 0.17548 0.591022 0.281537 0.419074 0.785324 16

0 0.795111 0.6692 0.409778 0.661332 0.854403 12
56 0.840535 0.886773 0.317232 0.225223 0.62304 11
56 0.536945 0.802249 0.171895 0.319838 0.866097 24
0 0.102467 0.75785 0.173351 0.483849 0.586931 34
0 0.17514 0.589117 0.280779 0.41768 0.801372 16

0 0.795141 0.669939 0.40913 0.660056 0.862202 12
56 0.840694 0.887068 0.316749 0.224874 0.625125 11
56 0.536667 0.800337 0.169939 0.316202 0.84822 24
0 0.122663 0.754568 0.183408 0.490218 0.718519 34
0 0.175106 0.590327 0.28127 0.418439 0.833678 16

0 0.795097 0.669519 0.40959 0.660962 0.870706 12
56 0.840836 0.887331 0.315903 0.224152 0.676106 11
56 0.535687 0.801855 0.170625 0.317357 0.855078 24
0 0.110638 0.757942 0.183275 0.483918 0.462773 34
0 0.174885 0.590609 0.28167 0.41868 0.840833 16
56 0.329489 0.695771 0.0856663 0.171586 0.517206 30

0 0.161098 0.702292 0.322197 0.5933 0.942073 1
0 0.405739 0.895334 0.187135 0.208152 0.895372 2

0 0.793626 0.669596 0.409518 0.660085 0.848981 12
56 0.840824 0.887135 0.316472 0.22452 0.640067 11
56 0.536015 0.802412 0.171894 0.320502 0.860078 24
0 0.135278 0.761168 0.191154 0.477061 0.555352 34
0 0.174324 0.590145 0.282175 0.419223 0.842996 16

0 0.794036 0.668794 0.410296 0.661284 0.865963 12
56 0.840903 0.886848 0.317178 0.225056 0.619342 11
56 0.536305 0.800043 0.16944 0.315625 0.878603 24
0 0.12351 0.745532 0.205611 0.50875 0.511276 34
0 0.174799 0.588821 0.281647 0.418513 0.775439 16

0 0.794793 0.669369 0.409931 0.660863 0.850183 12
56 0.840811 0.886833 0.317457 0.225325 0.678783 11
56 0.536499 0.798676 0.167576 0.311942 0.884354 24
0 0.0967958 0.74979 0.193592 0.499051 0.620377 34
0 0.175841 0.590129 0.28248 0.420103 0.776242 16

0 0.794955 0.668848 0.409609 0.660364 0.841397 12
56 0.840566 0.886614 0.317804 0.225572 0.684051 11
56 0.536349 0.800858 0.169846 0.316473 0.838728 24
0 0.0907192 0.746622 0.181438 0.505259 0.680845 34
0 0.178632 0.590436 0.282686 0.421993 0.847853 16

0 0.795308 0.669912 0.409007 0.659471 0.863972 12
56 0.840844 0.887369 0.316144 0.224331 0.569921 11
56 0.53644 0.798999 0.167124 0.310585 0.856936 24
0 0.0856146 0.743869 0.171229 0.510201 0.720759 34
0 0.180795 0.591269 0.281701 0.42215 0.725772 16

0 0.795335 0.669186 0.409331 0.661395 0.877363 12
56 0.840902 0.886302 0.318197 0.226236 0.604082 11
56 0.536673 0.792767 0.161901 0.299058 0.89389 24
0 0.0826039 0.741912 0.165208 0.514252 0.754596 34
0 0.181171 0.589249 0.279354 0.419727 0.738087 16
56 0.193652 0.854211 0.226325 0.290004 0.625641 29

0 0.795395 0.669108 0.409209 0.661432 0.878079 12
56 0.840735 0.886983 0.316926 0.225049 0.665257 11
56 0.536345 0.797039 0.167041 0.308687 0.85938 24
0 0.0811047 0.741005 0.162209 0.515856 0.722499 34
0 0.18111 0.590854 0.279968 0.42202 0.780041 16
56 0.192517 0.854123 0.226375 0.289616 0.664557 29
56 0.329785 0.695326 0.0856739 0.17136 0.612516 30

0 0.795425 0.669555 0.409151 0.66062 0.865463 12
56 0.840787 0.886834 0.317064 0.225144 0.536469 11
56 0.536914 0.794093 0.1643 0.302697 0.905207 24
0 0.0804308 0.740703 0.160862 0.516535 0.755545 34
0 0.181327 0.590591 0.278344 0.420643 0.767448 16
56 0.190042 0.854149 0.226536 0.290027 0.53149 29

0 0.795452 0.669838 0.408966 0.66025 0.857383 12
56 0.840863 0.88684 0.316986 0.225066 0.641619 11
56 0.536719 0.791628 0.162239 0.297809 0.901943 24
0 0.080114 0.739142 0.160228 0.519774 0.711435 34
0 0.181307 0.589855 0.276499 0.418692 0.746774 16
56 0.176055 0.853507 0.222118 0.291999 0.439767 29

0 0.796161 0.669556 0.406612 0.656677 0.825774 12
56 0.840627 0.886667 0.317462 0.225391 0.666931 11
56 0.536382 0.797359 0.168378 0.309674 0.851868 24
0 0.0803675 0.734631 0.160735 0.528512 0.715029 34
0 0.182572 0.58934 0.276026 0.419505 0.780976 16
56 0.187029 0.853501 0.22136 0.291726 0.612899 29

0 0.158568 0.692702 0.317136 0.611983 0.941913 1
0 0.400962 0.895729 0.192513 0.207388 0.889979 2

0 0.794967 0.669425 0.408502 0.659593 0.878332 12
56 0.839672 0.884237 0.320656 0.230245 0.691708 11
56 0.536229 0.797446 0.169362 0.311938 0.856459 24
0 0.0806043 0.730604 0.161209 0.536529 0.721333 34
0 0.18469 0.586605 0.27311 0.416687 0.704992 16
56 0.193574 0.851938 0.223245 0.294027 0.567764 29

0 0.795311 0.668506 0.409084 0.660674 0.889466 12
56 0.840468 0.885543 0.319064 0.227638 0.613905 11
56 0.536383 0.79724 0.169163 0.311817 0.859295 24
0 0.0808969 0.730153 0.161794 0.537366 0.662849 34
0 0.185341 0.587814 0.273195 0.418693 0.760596 16
56 0.196245 0.850018 0.225294 0.297378 0.483463 29

0 0.795521 0.667924 0.408678 0.660171 0.869233 12
56 0.839754 0.884141 0.320492 0.230427 0.653897 11
56 0.536383 0.786977 0.161663 0.296401 0.86563 24
0 0.0802487 0.729902 0.160497 0.537884 0.734011 34
0 0.185047 0.586595 0.271648 0.417713 0.677572 16
56 0.197288 0.850466 0.22425 0.29606 0.411296 29

0 0.795611 0.668188 0.408778 0.661406 0.870113 12
56 0.839895 0.884193 0.320211 0.23029 0.678862 11
56 0.535534 0.803762 0.176661 0.32706 0.845441 24
0 0.0796926 0.729546 0.159385 0.539079 0.508457 34
0 0.183677 0.58168 0.267405 0.410961 0.642207 16
56 0.174026 0.846246 0.212951 0.288213 0.602374 29

0 0.795422 0.668752 0.409155 0.661716 0.85773 12
56 0.839777 0.883942 0.320445 0.230829 0.624088 11
56 0.535831 0.795988 0.169049 0.312491 0.889766 24
0 0.10064 0.590255 0.20128 0.817749 0.6889 34
0 0.182184 0.581166 0.267246 0.409734 0.555414 16
56 0.177989 0.850548 0.214765 0.290964 0.542509 29

0 0.795856 0.674328 0.403518 0.65111 0.86361 12
56 0.840496 0.889534 0.308707 0.219687 0.656241 11
56 0.536882 0.801063 0.166865 0.307886 0.862236 24
0 0.10602 0.543885 0.212041 0.911476 0.627058 34
0 0.1814 0.590553 0.268624 0.41166 0.696766 16
56 0.165465 0.856537 0.205023 0.282686 0.403973 29
56 0.330618 0.704418 0.0852485 0.170377 0.541835 30

0 0.79527 0.668677 0.40946 0.662614 0.861697 12
56 0.839029 0.883439 0.321942 0.231964 0.641205 11
56 0.535028 0.801622 0.177159 0.329162 0.819132 24
0 0.105424 0.517994 0.210848 0.96206 0.683508 34
0 0.178823 0.583533 0.274531 0.420322 0.793936 16
56 0.159631 0.85175 0.208296 0.292631 0.544708 29
56 0.329602 0.691144 0.0856444 0.169959 0.414941 30

0 0.795956 0.67211 0.404917 0.653493 0.824642 12
56 0.840685 0.888692 0.311228 0.221443 0.711191 11
56 0.536121 0.814716 0.180234 0.337775 0.838141 24
0 0.109675 0.510308 0.219349 0.974055 0.644132 34
0 0.180808 0.592431 0.274481 0.420854 0.832952 16
0 0.131101 0.783372 0.262203 0.430351 0.602419 29
56 0.330893 0.698732 0.0857463 0.169756 0.540415 30

0 0.795436 0.668658 0.408878 0.660134 0.842424 12
56 0.840167 0.885106 0.319665 0.228865 0.627805 11
56 0.535038 0.79566 0.166067 0.309078 0.863695 24
0 0.120002 0.507879 0.240004 0.980187 0.685915 34
0 0.177967 0.587564 0.27423 0.419243 0.570311 16
0 0.138247 0.756693 0.276494 0.484609 0.456674 29

0 0.795893 0.670582 0.405447 0.654273 0.853008 12
56 0.840664 0.886759 0.316452 0.225619 0.556023 11
56 0.536289 0.799943 0.168069 0.313167 0.875393 24
0 0.105329 0.510311 0.210657 0.97464 0.573048 34
0 0.178288 0.589875 0.276367 0.422454 0.821636 16
56 0.330144 0.69766 0.0868967 0.172916 0.520466 30

0 0.15813 0.685377 0.31626 0.626765 0.94552 1
0 0.400262 0.895327 0.198008 0.208142 0.893516 2

0 0.795075 0.667572 0.408352 0.658976 0.904021 12
56 0.838527 0.882148 0.322946 0.234589 0.677361 11
56 0.535739 0.787225 0.163622 0.30397 0.855947 24
0 0.0996808 0.50964 0.199362 0.974781 0.560287 34
0 0.178477 0.581592 0.271778 0.414183 0.779498 16

0 0.794929 0.667239 0.409226 0.660348 0.915568 12
56 0.840785 0.885125 0.31843 0.228536 0.456087 11
56 0.536653 0.800282 0.172186 0.321511 0.866 24
0 0.0952488 0.512862 0.190498 0.968933 0.592646 34
0 0.179172 0.585464 0.274514 0.418694 0.814503 16

0 0.79561 0.669898 0.40716 0.656768 0.871811 12
56 0.537047 0.798026 0.166677 0.310768 0.89297 24
0 0.0989165 0.511819 0.197833 0.974408 0.7354 34
0 0.179797 0.586199 0.270433 0.411916 0.632917 16

0 0.795531 0.667165 0.408938 0.66312 0.822714 12
56 0.536449 0.793971 0.165354 0.307646 0.876612 24
0 0.181256 0.585507 0.275352 0.420803 0.779044 16
0 0.112676 0.740973 0.225352 0.507485 0.660481 29
56 0.839578 0.882822 0.320845 0.233051 0.62539 11

0 0.79541 0.666387 0.409181 0.665156 0.836342 12
56 0.536253 0.794125 0.166792 0.310094 0.853731 24
0 0.182915 0.585842 0.275396 0.422331 0.80629 16
0 0.106651 0.739662 0.213301 0.51117 0.673766 29
56 0.839601 0.882849 0.320797 0.233086 0.504248 11

0 0.796108 0.667916 0.407783 0.660075 0.877143 12
56 0.536727 0.79448 0.165537 0.307022 0.890618 24
0 0.184374 0.588034 0.273822 0.422 0.759467 16
0 0.10264 0.738291 0.20528 0.514368 0.694632 29
56 0.840645 0.884166 0.31871 0.230324 0.520454 11

0 0.795181 0.667672 0.408496 0.661003 0.900148 12
56 0.53649 0.792693 0.166384 0.30816 0.869267 24
0 0.185338 0.585961 0.271581 0.420031 0.773362 16
0 0.0982255 0.736542 0.196451 0.518223 0.716227 29
56 0.840136 0.883167 0.319727 0.232291 0.676308 11

0 0.794907 0.668003 0.407393 0.65882 0.871643 12
56 0.537099 0.794705 0.166807 0.308662 0.846927 24
0 0.185978 0.566742 0.247203 0.378454 0.569395 16
0 0.0930494 0.734954 0.186099 0.521682 0.700717 29
56 0.841059 0.884813 0.317398 0.229003 0.673738 11
0 0.0858692 0.52076 0.171738 0.946341 0.646462 34

0 0.795433 0.67028 0.404142 0.653012 0.89655 12
56 0.536447 0.803255 0.176774 0.329654 0.841428 24
0 0.186611 0.563914 0.240808 0.36624 0.558343 16
0 0.089381 0.73271 0.178762 0.527288 0.430839 29
56 0.840862 0.884953 0.317526 0.229173 0.604748 11
0 0.0817621 0.524839 0.163524 0.941665 0.768895 34

0 0.794011 0.668643 0.403156 0.651334 0.887904 12
56 0.537642 0.807126 0.181312 0.340769 0.840955 24
0 0.187228 0.576501 0.261079 0.399614 0.643431 16
0 0.0869966 0.730201 0.173993 0.532479 0.628202 29
56 0.840664 0.885194 0.316787 0.228581 0.665465 11
0 0.0795587 0.525191 0.159117 0.941817 0.664031 34

0 0.158526 0.679829 0.317052 0.637683 0.949601 1
0 0.401405 0.894093 0.203979 0.210231 0.896549 2

0 0.792201 0.674035 0.397149 0.642144 0.89043 12
56 0.539019 0.804881 0.174887 0.328024 0.872672 24
0 0.188691 0.584107 0.265495 0.408465 0.698824 16
0 0.084637 0.732541 0.169274 0.528626 0.545846 29
56 0.84093 0.886744 0.313252 0.225682 0.702506 11
0 0.0776796 0.531057 0.155359 0.930866 0.740084 34

0 0.79019 0.670498 0.393599 0.63774 0.884844 12
56 0.538732 0.811971 0.184295 0.347394 0.825194 24
0 0.189867 0.584119 0.269524 0.417543 0.643467 16
0 0.083363 0.731786 0.166726 0.530469 0.749815 29
56 0.840277 0.884368 0.318868 0.229898 0.831688 11
0 0.0766888 0.534547 0.153378 0.924388 0.666566 34

0 0.789323 0.672955 0.389968 0.632933 0.876131 12
56 0.540726 0.803498 0.173165 0.323616 0.871896 24
0 0.190053 0.587412 0.270224 0.421523 0.600128 16
0 0.082016 0.732574 0.164032 0.529371 0.567288 29
56 0.840163 0.886299 0.314486 0.226231 0.806479 11
0 0.0761729 0.534823 0.152346 0.923997 0.753423 34

0 0.789496 0.674709 0.385456 0.628509 0.900169 12
56 0.542297 0.804471 0.177669 0.331851 0.839186 24
0 0.189289 0.584729 0.268248 0.420458 0.826097 16
56 0.840442 0.883911 0.319116 0.230839 0.787766 11
0 0.102008 0.532495 0.178386 0.925394 0.731715 34

0 0.782116 0.68107 0.378208 0.618859 0.857881 12
56 0.540311 0.795989 0.169922 0.315081 0.803498 24
0 0.189731 0.545077 0.222697 0.341705 0.41761 16
56 0.839881 0.882979 0.320239 0.233157 0.543968 11
0 0.140503 0.519501 0.196699 0.953207 0.879266 34

0 0.77776 0.687849 0.371809 0.609386 0.827875 12
56 0.539425 0.797884 0.170478 0.315773 0.845999 24
56 0.840482 0.884432 0.318665 0.23025 0.709209 11
0 0.156635 0.515504 0.210698 0.961469 0.886819 34

0 0.774322 0.69248 0.36786 0.60375 0.777511 12
56 0.539772 0.811519 0.181682 0.339718 0.853194 24
56 0.840419 0.886686 0.313148 0.225659 0.690438 11
0 0.160424 0.512524 0.22245 0.968688 0.882941 34

0 0.774997 0.696204 0.364669 0.598661 0.837447 12
56 0.539854 0.799952 0.173237 0.321821 0.845464 24
56 0.840895 0.884326 0.31821 0.229942 0.811576 11
0 0.149857 0.508023 0.229535 0.975621 0.850142 34
56 0.909638 0.742631 0.175436 0.0873945 0.554022 36
0 0.197626 0.56305 0.241353 0.3724 0.807646 16

0 0.78814 0.697541 0.366725 0.59772 0.843122 12
56 0.540391 0.806622 0.181765 0.3395 0.820277 24
56 0.84059 0.883314 0.318819 0.231932 0.781915 11
0 0.141379 0.501908 0.236381 0.991154 0.826387 34
56 0.90941 0.741624 0.181178 0.0902874 0.482145 36
0 0.198777 0.575928 0.256687 0.401272 0.798756 16

0 0.784989 0.700514 0.362849 0.591901 0.731248 12
56 0.541151 0.803241 0.172838 0.321118 0.893949 24
56 0.840904 0.88679 0.312598 0.225291 0.772771 11
0 0.118685 0.49982 0.234502 0.995003 0.808174 34
56 0.908828 0.747093 0.182344 0.0914018 0.664669 36
0 0.199792 0.588254 0.26307 0.417219 0.788309 16
56 0.329664 0.70007 0.0863374 0.171437 0.538076 30

0 0.158806 0.676322 0.317612 0.644658 0.947409 1
0 0.40316 0.894571 0.206967 0.209491 0.898617 2

0 0.784629 0.700926 0.362284 0.590858 0.825381 12
56 0.541029 0.797516 0.168237 0.310299 0.895633 24
56 0.841461 0.884943 0.31695 0.228695 0.773209 11
